Name,Url
Ask Kopi Kakis On-the-Go!,https://www.akk.pa.gov.sg
Make EveryDropCount,https://makeeverydropcount.pub.gov.sg/
HTA E-WPS 2020 Microsite,https://wps-2020.hta.gov.sg
Singapore 2020 Expo,https://www.singapore2020expo.gov.sg/
"Financial Assistance, Scholarship System",https://fast.rp.edu.sg
Registration and Engagement Management System (REMS2),https://rems.moe.edu.sg
Singapore Digital Office,https://www.sdo.gov.sg
ECDA Grow@Beanstalk,https://www.ecda.gov.sg/growatbeanstalk
ECDA Shape Our Tomorrow,https://www.ecda.gov.sg/shapeourtomorrow
ECDA Spark Info,https://www.ecda.gov.sg/SPARKinfo
Services.life.gov.sg,https://services.life.gov.sg
Online Grants Management Systems,https://schemes.imda.gov.sg/
URA Maps,https://www.ura.gov.sg/maps
Token Go Where,https://token.gowhere.gov.sg
Customer Service Portal,https://csp2.jtc.gov.sg
HPB Survey Module,https://survey.hpb.gov.sg
Networked Trade Platform,https://www.ntp.gov.sg
Verify,https://www.verify.gov.sg
MFA SCP,https://scp.gov.sg
Fulcrum.sg,https://FULCRUM.SG
Crisis Preparedness for Religious Organisations,https://www.cpro.gov.sg/
ASMC WIS 2020,https://wis.asmc.asean.org/
Casino Exclusion System,https://ces.ncpg.org.sg/
Visit Limit System,https://icis-services.ncpg.org.sg
SG Youth Action Plan Website,https://youthactionplan.sg
Sun Ray,https://sunray.ncss.gov.sg
CPF EZPay Mobile,https://www2.cpf.gov.sg/mobile/
Singapore Tourism Awards.gov.sg,https://Www.singaporetourismawards.gov.sg
One BPU,https://bpu.pub.gov.sg/
OneMap3D,https://www.onemap3d.gov.sg
Seniors Go Digital,https://www.imda.gov.sg/seniorsgodigital
Caring SG Commuters Portal,https://www.caringcommuters.gov.sg
PUB Web E Services,https://app.pub.gov.sg/
SchoolFinder by MOE,https://www.moe.gov.sg/schoolfinder
CourseFinder by MOE,https://www.moe.gov.sg/coursefinder
Resource Booking System,https://rbs.create.edu.sg
SkillsFuture Credit v2 Individual Portal,https://sfc.myskillsfuture.gov.sg
NP eService (Dot Net) 2,https://www3.np.edu.sg
CORENET 2.0 e-Submission System,https://www.corenet2-ess.gov.sg
Singapore Global Network Website,https://singaporeglobalnetwork.gov.sg
MOM Labour Statistics Survey Portal,https://stats.mom.gov.sg/laboursurvey
LumiHealth microsite,https://www.lumihealth.sg
Enterprise Singapore Incentive Management System (ESIMS),https://esgincentives.enterprisesg.gov.sg
iWorkHealth,https://www.iworkhealth.gov.sg
CRMS elis feedback,https://crms.moh.gov.sg/elisfeedback.aspx
MOH Care Shield Life,https://crms.moh.gov.sg/careshieldlife.aspx
Our Marriage Journey,https://www.marriage.gov.sg
Motor Accident Claims Online (MACO),https://motoraccidents.lawnet.sg
Project Silver Screen,https://pss.hpb.gov.sg
Protection of Water and Sewer pipes (POWS),https://bpu.pub.gov.sg/pows
License Plumber Portal,https://bpu.pub.gov.sg/lp
EMIC,https://emic.jtc.gov.sg/
SPOR Website,https://www.mof.gov.sg/singapore-public-sector-outcomes-review
NP CET Website,https://cet.np.edu.sg
Programme Registration Portal for Public Service Officer (Singapore),https://register.csc.gov.sg
Open Innovation Network,https://www.openinnovationnetwork.gov.sg
Climate Friendly Households,https://www.climate-friendly-households.gov.sg/
One Client View,https://onecv.gov.sg
Personalise Dashboard,https://dashboard.personalise.gov.sg
Memories of Two Cities (Zh),https://memoriesoftwocities-zh.nlb.gov.sg/
digitalPORT@SG™,https://digitalport.mpa.gov.sg
Parents Gateway,https://pg.moe.edu.sg
Singapore Parliament Reports System (SPRS),https://sprs.parl.gov.sg
MLAW Lab e-Services,https://eservices.mlaw.gov.sg/labesvc/
OPAL2.0,https://admin.opal2.moe.edu.sg/
HDB Flat Portal,https://homes.hdb.gov.sg/
GoBusiness Post-Login,https://dashboard.gobusiness.gov.sg
GovText,https://www.govtext.gov.sg
The Digital Academy,https://thedigitalacademy.tech.gov.sg
SILAS,https://silas.nlb.gov.sg
WOG Digital Tech Career Website,https://techcareers.smartnation.gov.sg/
Digital Experience Plus (DX+),https://dxplus.mom.gov.sg
Dormitory Exit Pass,https://exitpass.mom.gov.sg
Singapore Green Plan 2030,https://www.greenplan.gov.sg
PoliteMall,https://politemall.polite.edu.sg
pscgateway,https://pscgateway.gov.sg
Cadastral Survey Management System (CSMS),https://app1.sla.gov.sg/rsp
MOE OPAL 2.0,https://www.opal2.moe.edu.sg/
SFEC Microsite,https://sfec-microsite.enterprisejobskills.gov.sg
Singpass Homepage,https://www.singpass.gov.sg/main
Singpass User Portal,https://www.singpass.gov.sg/home/ui/
GoBusiness,https://www.gobusiness.gov.sg
Student Navigation Application (SNApp),https://snapp.rp.edu.sg/
WSG Career Trial,https://programmes.mycareersfuture.gov.sg
GatherSG,https://gather.gov.sg
GoBusiness E-Adviser,https://eadviser.gobusiness.gov.sg/
Digital Services,https://digitalservice.ura.gov.sg
IMDA Digital For Life,http://www.imda.gov.sg/digitalforlife
PSLE - Full Subject-Based Banding,https://www.moe.gov.sg/microsites/psle-fsbb
Energy labeling scheme system,https://e-services.nea.gov.sg/els/els.aspx
Industrial Allocation System,https://e-services.nea.gov.sg/IAS/PublicApplicant/Homepage.aspx
Hawkers Online,https://e-services.nea.gov.sg/hcms
Government-Paid Leave Schemes (GPLS),https://www.profamilyleave.msf.gov.sg
onePA Portal website (PACES),https://www.onepa.gov.sg/
Chiller Portal,https://cesp.bca.gov.sg/
SFEC(TP) System,https://sfec.enterprisejobskills.gov.sg/
SG Translate Together,https://sgtranslatetogether.gov.sg
PSC Scholarships Website,https://scholarships.psc.gov.sg
PSC Annual Report website,https://annualreport.psc.gov.sg
Candidates Portal,https://myexams.seab.gov.sg
Exam Personnel Portal,https://myexamduty.seab.gov.sg
Changi Chapel Museum,https://www.nhb.gov.sg/changichapelmuseum
Arts Resource Hub Subscribers Portal,https://subscribers.artsresourcehub.gov.sg
Our Food Future,https://www.ourfoodfuture.gov.sg
CrowdTaskSG,https://www.crowdtask.gov.sg
Youthopia,https://youthopia.sg
iCRM,https://icrm.sp.edu.sg
ACD eService,https://eservices.mlaw.gov.sg/mypal
National Electronic Health Record Singapore,https://portal.nehr.sg/nehrportal
SYC Portal eservices,https://eservices.syariahcourt.gov.sg/
Reference,https://reference.nlb.gov.sg
#SmartNationTogether,https://together.smartnation.gov.sg
Consumer Product Safety Office,https://www.consumerproductsafety.gov.sg
Weights and Measures Office,https://www.weightsandmeasures.gov.sg
The Digital Academy Launch Symposium and Learning Festival,http://LF.TheDigitalAcademy.tech.gov.sg
Notαrise,https://www.notarise.gov.sg
HPB Swab Registration System,https://swab.hpb.gov.sg
Citizen Disbursement Web Portal,https://www.govpayouts.gov.sg
Assurity Trusted Solutions,https://www.assurity.sg
Swift Office Website,https://www.swiftoffice.org/
HTA E-Workplan Seminar 2021,https://wps.hta.gov.sg/
ART Go Where,https://www.gowhere.gov.sg/art
TP Virtual Campus (website),https://virtualcampus.tp.edu.sg/
LTA DataMall,https://datamall.lta.gov.sg/
SGFinDex,https://fpdsapim.myinfo.gov.sg/marketplace/v1/main
Reflections at Bukit Chandu,https://www.nhb.gov.sg/bukitchandu
SG Courts Website,https://judiciary.gov.sg
Security & Intelligence Division (SID),https://www.sid.gov.sg
Fabrication Laboratory Management System,https://flms.sp.edu.sg
CPIB eBail,https://bail.cpib.gov.sg
IMDA CTOaaS,https://services2.imda.gov.sg/CTOaaS
MHA HTA,https://www.mha.gov.sg/hta
MHA ISD,https://www.mha.gov.sg/isd
MOH HCSA,https://www.moh.gov.sg/hcsa
Token Mailing Service,https://token.life.gov.sg
IRAS e-Learning Site,https://elearn.iras.gov.sg/gst/overviewofgst
Healthwatch MOH,https://www.moh.gov.sg/healthwatch
Singapore 5G & Telecoms Academy,https://5gacademy.sp.edu.sg/
CPSAPlus,https://www.cpsaplus.gov.sg
Audit Management System (AMS),https://ams.hsa.gov.sg
Defence S&T Branding Campaign Website,https://www.dtcareers.gov.sg/
SG-101,http://sg101.gov.sg
covid,https://covid.gov.sg
Intelligent Case Retrieval System,https://icrs.lawnet.com
Family Assist,https://familyassist.msf.gov.sg/
Personalise Webpage,https://personalise.gov.sg
MLAW eServices IO,https://eservices.mlaw.gov.sg/io/
MLAW eServices PTO,https://eservices.mlaw.gov.sg/ipto/forms/pto
Student Deferment and Withdrawal application,https://lcs.rp.edu.sg/SDW/
MLAW - Debt Repayment Scheme,https://eservices.mlaw.gov.sg/ipto/forms/drs
MLAW insolportal,https://eservices.mlaw.gov.sg/insolportal/
MLAW credportal,https://eservices.mlaw.gov.sg/credportal/
MLAW ptib,https://eservices.mlaw.gov.sg/ptib/
MLAW Isra,https://eservices.mlaw.gov.sg/lsra/
MLAW cmc,https://cmc.mlaw.gov.sg/e-services/apply-online/
MLAW ipto,https://eservices.mlaw.gov.sg/ipto1/
MLAW rom,https://eservices.mlaw.gov.sg/rom/
MLAW rop,https://eservices.mlaw.gov.sg/rop/
SGUnited Skills Individual Portal,https://ta.myskillsfuture.gov.sg
Safe Travel Office eServices,https://eservices.ica.gov.sg/STO
Online Feedback Form,https://csp.sfa.gov.sg/
myITE,https://myite.ite.edu.sg/
iLTMS,https://iltms.ssi.gov.sg
LearnX,https://learning.nlb.gov.sg
PDPC Apps,https://apps.pdpc.gov.sg
CDC Vouchers Scheme,https://vouchers.cdc.gov.sg/
PoweringLives Portal eServices,https://apply.poweringlives.gov.sg/
CDC Vouchers Merchants Go Where,https://www.gowhere.gov.sg/cdcvouchersmerchants
digitalOCEANS™,https://digitaloceans.mpa.gov.sg
My Smart Water Meter,https://mysmartwatermeter.pub.gov.sg/
STE What's Next,https://www.stewhatsnext.gov.sg
AGD Helpdesk (Informational),https://app.helpdesk.agd.gov.sg/
Finance and Accounting Self Assessment Questionaire,https://fa-saq.edb.gov.sg
Test Centre Go Where,https://www.gowhere.gov.sg/testcentres
National Drug Formulary,https://www.ndf.gov.sg
MLAW eCollection Portal,https://eservices.mlaw.gov.sg/ecoll/
www.cap.gov.sg,https://www.cap.gov.sg/
SearchSG,https://www.search.gov.sg
Sync,https://www.sync.gov.sg
Election Officials Website,https://eows.eld.gov.sg/
NAC eServices,https://eservices.nac.gov.sg
Singapore-China International Commercial Dispute Resolution Conference,https://scdr-conference.mlaw.gov.sg/
Singapore-China International Commercial Dispute Resolution Conference CN,https://cn.scdr-conference.mlaw.gov.sg/
NTP Forms,https://www.ntp.gov.sg/forms
iACRES,https://ngnsp.sg
Cybersecurity Services Regulation Office,https://www.csro.gov.sg
Producer Price Indices E-Survey System,https://ppi-esurvey.singstat.gov.sg/
Internship Management System,https://internship.sp.edu.sg
BGBiz - Technical Resource,https://services2.hdb.gov.sg/du03/du03011p.nsf/BGBIZ?OpenForm
CORENET X Pay,https://pay.corenet.gov.sg
www.gea.gov.sg,https://www.gea.gov.sg
Digital for Life Website,https://www.digitalforlife.gov.sg
